"Date/Time (EDT)","Zone","Section","Row","Qty","Price"
"11-24-22 / 07:16 PM","Field Level","FLR-D","3","1","2880"
"11-24-22 / 07:16 PM","100-Level","122","33","2","1080"
"11-24-22 / 07:16 PM","300-Level","319","3","6","1247.4"
"11-23-22 / 11:39 PM","300-Level","320","15","2","999.99"
"11-23-22 / 11:39 PM","200-Level","207","3","2","900"
"11-23-22 / 05:22 PM","300-Level","345","18","2","517.5"
"11-23-22 / 05:22 PM","200-Level","223","8","2","882"
"11-23-22 / 05:22 PM","100-Level Club","128C","26","2","1530"
"11-23-22 / 05:22 PM","100-Level","133","30","2","720"
"11-23-22 / 11:48 AM","200-Level Club","212C","12","2","900"
"11-23-22 / 11:48 AM","300-Level","342","13","4","675"
"11-23-22 / 03:49 AM","300-Level","314","5","2","810"
"11-23-22 / 01:12 AM","Field Level","FLR-Q","3","1","2250"
"11-23-22 / 01:12 AM","300-Level","338","1A","2","1080"
"11-23-22 / 01:12 AM","300-Level","304","4","4","678.03"
"11-22-22 / 10:34 PM","100-Level","122","33","2","855"
"11-22-22 / 10:34 PM","100-Level","121","25","2","1080"
"11-22-22 / 10:34 PM","300-Level","327","14","2","899.1"
"11-22-22 / 10:34 PM","200-Level","223","","2","603"
"11-22-22 / 01:06 PM","100-Level","114","9","2","1790.1"
"11-22-22 / 01:06 PM","200-Level","227","6","2","990"
"11-22-22 / 10:26 AM","300-Level","311","14","2","1350"
"11-22-22 / 01:40 AM","300-Level","338","20","2","652.5"
"11-21-22 / 11:11 PM","100-Level","120","23","2","1345.5"
"11-21-22 / 11:11 PM","100-Level","122","43","4","1377"
"11-21-22 / 11:11 PM","200-Level","243","6","4","1166.76"
"11-21-22 / 11:11 PM","100-Level Club","108C","33","2","1606.5"
"11-21-22 / 06:43 PM","100-Level","118","29","2","1170"
"11-21-22 / 06:43 PM","200-Level Club","212C","11","2","1395"
"11-21-22 / 06:43 PM","300-Level","337","22","2","1256.93"
"11-21-22 / 06:43 PM","100-Level","120","43","2","2164.56"
"11-21-22 / 06:43 PM","300-Level","347","16","2","585"
"11-21-22 / 06:43 PM","300-Level","339","16","4","1373.27"
"11-21-22 / 06:43 PM","Field Level","FLR-M","19","2","1799.99"
"11-21-22 / 06:43 PM","300-Level","343","11","2","495"
"11-21-22 / 06:43 PM","300-Level","344","11","1","900"
"11-21-22 / 06:43 PM","300-Level","325","15","2","990"
"11-21-22 / 06:43 PM","Field Level","FLR-K","11","4","1348.15"
"11-21-22 / 06:43 PM","100-Level Club","130C","34","2","2070"
"11-21-22 / 06:43 PM","300-Level","300-Level","","2","897.4"
"11-21-22 / 06:43 PM","100-Level Club","127C","33","2","1560.6"
"11-21-22 / 06:43 PM","300-Level","338","23","2","1243.85"
"11-21-22 / 09:58 AM","100-Level Club","109C","17","1","1305"
"11-21-22 / 04:10 AM","100-Level Club","126C","33","2","1215"
"11-21-22 / 02:14 AM","200-Level","243","9","4","805.5"
"11-21-22 / 02:14 AM","300-Level","347","16","2","585"
"11-21-22 / 02:14 AM","300-Level","345","17","2","539.53"
"11-21-22 / 02:14 AM","300-Level","331","22","1","765"
"11-21-22 / 02:14 AM","100-Level","116","32","2","1800"
"11-21-22 / 02:14 AM","200-Level","217","3","2","1191.64"
"11-20-22 / 05:05 PM","100-Level","120","32","2","1575"
"11-20-22 / 05:05 PM","100-Level","124","19","1","1440"
"11-20-22 / 05:05 PM","Field Level","FLR-L","16","2","3149.1"
"11-20-22 / 05:05 PM","Field Level","FLR-J","13","3","3600"
"11-20-22 / 02:44 PM","300-Level","345","25","2","486"
"11-20-22 / 02:44 PM","100-Level Club","110C","13","4","2570.5"
"11-20-22 / 02:44 PM","Field Level","FLR-F","4","3","1530"
"11-20-22 / 02:44 PM","100-Level","116","18","2","1980"
"11-20-22 / 12:14 PM","300-Level","326","21","3","900"
"11-20-22 / 12:14 PM","200-Level","231","3","2","1139.28"
"11-20-22 / 12:14 PM","300-Level","337","26","1","562.5"
"11-20-22 / 12:14 PM","300-Level","329","1A","1","813"
"11-20-22 / 09:43 AM","Field Level","FLR-WC","2A","1","1350"
"11-20-22 / 07:27 AM","100-Level Club","129C","11","2","2250"
"11-20-22 / 02:57 AM","300-Level","337","2","2","675"
"11-19-22 / 11:48 PM","300-Level","304","13","1","540"
"11-19-22 / 09:13 PM","Field Level","FLR-H","13","2","2250"
"11-19-22 / 09:13 PM","Field Level","FLR-C","20","2","1710"
"11-19-22 / 09:13 PM","Field Level","FLR-E","16","2","1620"
"11-19-22 / 09:13 PM","Field Level","FLR-K","15","2","1440"
"11-19-22 / 06:17 PM","300-Level","318","13","2","684"
"11-19-22 / 06:17 PM","300-Level","312","24","1","1147.5"
"11-19-22 / 06:17 PM","300-Level","339","18","2","715.5"
"11-19-22 / 06:17 PM","200-Level Club","210C","5","2","1539"
"11-19-22 / 06:17 PM","Field Level","FLR-K","15","2","1362.39"
"11-19-22 / 06:17 PM","300-Level","342","3","2","720"
"11-19-22 / 06:17 PM","300-Level","308","12","2","675"
"11-19-22 / 06:17 PM","300-Level","315","5","3","810"
"11-19-22 / 06:17 PM","100-Level Club","130C","14","2","1575"
"11-19-22 / 06:17 PM","100-Level","115","18","2","1260"
"11-19-22 / 06:17 PM","100-Level","113","26","6","1484.99"
"11-19-22 / 06:17 PM","Field Level","FLR-F","13","4","1440"
"11-19-22 / 06:17 PM","Field Level","FLR-G","30","2","1350"
"11-19-22 / 06:17 PM","300-Level","339","17","2","900"
"11-19-22 / 06:17 PM","300-Level","324","24","2","863.59"
