"Date/Time (EDT)","Zone","Section","Row","Qty","Price"
"12-15-22 / 07:36 PM","Main","203","8","3","629.1"
"12-15-22 / 07:36 PM","Mezzanine","342","12","6","585"
"12-15-22 / 02:07 PM","Upper Concourse","433","","2","427.5"
"12-15-22 / 02:07 PM","Upper Concourse","444","14","1","346.5"
"12-15-22 / 05:19 AM","Upper Concourse","450","6","3","400.5"
"12-15-22 / 12:30 AM","Upper Concourse","420","","2","436.5"
"12-15-22 / 12:30 AM","Upper Concourse","434","13","3","510.22"
"12-14-22 / 07:23 PM","Field","A","21","1","1799.1"
"12-14-22 / 07:23 PM","Main","204","3","3","630"
"12-14-22 / 02:11 PM","Club Hall of Fame","C106","13","2","757.57"
"12-14-22 / 02:11 PM","Upper Concourse","450","16","2","315"
"12-14-22 / 05:19 AM","Upper Concourse","417","17","2","495"
"12-14-22 / 01:03 AM","Main","242","3","4","630"
"12-14-22 / 01:03 AM","Main","227","7","2","787.5"
"12-13-22 / 07:45 PM","Main","203","9","4","495"
"12-13-22 / 06:00 AM","Main","240","6","3","809.54"
"12-13-22 / 06:00 AM","Upper Concourse","419","26","2","477.23"
"12-12-22 / 11:15 PM","Club Mezzanine","C333","6","2","900"
"12-12-22 / 11:15 PM","Upper Concourse","448","15","2","405"
"12-12-22 / 11:15 PM","Mezzanine","319","6","3","630"
"12-12-22 / 11:15 PM","Club Main","C235","1","2","1350"
"12-12-22 / 11:15 PM","Upper Concourse","434","13","2","594.61"
"12-12-22 / 06:31 AM","Main","205","3","2","765"
"12-12-22 / 01:39 AM","Club Hall of Fame","C134","12","2","1935"
"12-12-22 / 01:39 AM","Club Mezzanine","C310","5","2","765.33"
"12-12-22 / 01:39 AM","Field","N","11","2","1970.15"
"12-11-22 / 05:52 AM","Club Main","C210","1","4","1259.06"
"12-11-22 / 01:02 AM","Mezzanine","342","17","4","360"
"12-11-22 / 01:02 AM","Field","K","1","1","2700"
"12-10-22 / 07:43 PM","Main","227","11","2","859.5"
"12-10-22 / 07:43 PM","Club Main","C235","5","4","1170"
"12-10-22 / 02:28 PM","Field","G","12","2","2205"
"12-10-22 / 05:44 AM","Upper Concourse","420","","4","436.5"
